Meno	S1	S2	S3	S3_2011	S3_2012	S3_2013	S3a	S4	S4a	S4b	S4c	S4d	S5	S5a	S5b	S5c	S5d	S6	S7	S8	S8a	S8b	S9	S10	S11	S12	S13	S14	S15	S16a	S16b	S16c	S16d	S16e	S16f
JUDr. Ľuboš Baka	0	0	roky 2011 - 2013	Okresný súd Žiar n/H	Okresný súd Žiar n/H	Okresný súd Levice, Okresný súd Žiar n/H	2011 - Okresný súd Žiar n/H; 2012 - Okresný súd Žiar n/H; 2013 - Okresný súd Levice, Okresný súd Žiar n/H	bola prideľovaná najmä Trestná agenda.	0	0	0	635	rozhodoval najmä v Trestnej agende.	0	0	1	643	651	10,33794163	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 46,7 % prípadoch, pričom priemer v SR v rovnakej agende je 52,2 %.	45	21	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 7 % prípadoch, pričom priemer v SR je 8,5 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 3,7 %, pričom priemer v SR je 4,1 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,64. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 83 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 31 reštančných vecí, pričom priemer v SR je 126. To tvorí 37,3 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 96,3 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 24,25 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 196. mieste. Za kvalitu rozhodovania získal 7 bodov z 15 a za efektivitu 17,25 z možných 25.	N/A	N/A	N/A	N/A	"Okresný súd Levice - Predseda OS od 1.6.2013 (preložený z OS Žiar nad Hronom). Agendu Pp, Nt - Želiezovce vybavuje v súlade s Dodatkom č.5/2013 pod SPR 677/2013 účinným od 13.6.2013. Agendu T vybavuje  v súlade s Dodatkom č.8/2013 - časť II. s účinnosťou od 15.08.2013.
"	N/A
JUDr. Ľubov Vargová	0	0	roky 2011 - 2013	Okresný súd Prešov	Okresný súd Prešov	Okresný súd Vranov n/T, Okresný súd Prešov	2011 - Okresný súd Prešov; 2012 - Okresný súd Prešov; 2013 - Okresný súd Vranov n/T, Okresný súd Prešov	bola prideľovaná najmä agenda Starostlivosti o maloletých.	451	0	786	0	rozhodoval najmä vo veciach Starostlivosti o maloletých.	497	0	741	0	628	22,80254777	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 71,8 % prípadoch, pričom priemer v SR v rovnakej agende je 65,5 %.	39	28	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 3,2 % prípadoch, pričom priemer v SR je 7,2 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 0,9 %, pričom priemer v SR je 2,5 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,88. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 398 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 193 reštančných vecí, pričom priemer v SR je 126. To tvorí 46,5 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 71,3 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 18,75 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 490. mieste. Za kvalitu rozhodovania získal 10 bodov z 15 a za efektivitu 8,75 z možných 25.	N/A	N/A	N/A	N/A	Okresný súd Vranov n/T - Nástup na Okresný súd Vranov nad Topľou - 1.4.2013	"Okresný súd Prešov - 15.2.2013 zastavený nápad z dôvodu pridelenia sudkyne od 1.4.2013 na iný súd
od 1.4.2013 pridelená na Okresný súd Vranov nad Topľou ako sudkyňa"
JUDr. Martin Kopina	0	0	roky 2011 - 2013	Okresný súd Humenné	Okresný súd Humenné	Okresný súd Vranov n/T, Okresný súd Humenné	2011 - Okresný súd Humenné; 2012 - Okresný súd Humenné; 2013 - Okresný súd Vranov n/T, Okresný súd Humenné	bola prideľovaná najmä Občianskoprávna agenda.	789	61	0	171	rozhodoval najmä v Občianskoprávnej agende.	702	54	26	122	658	18,81458967	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 63,6 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	44	28	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 4,9 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 1,8 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,78. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 388 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 156 reštančných vecí, pričom priemer v SR je 126. To tvorí 29,8 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 58,9 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 19,75 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 437. mieste. Za kvalitu rozhodovania získal 8,75 bodov z 15 a za efektivitu 11 z možných 25.	"Okresný súd Humenné - od 1.9.2011 pridelný nápad v agende Cb 1/2,
od l.9.2011 znížený nápad v agende C na 2/3"	N/A	"Okresný súd Humenné - od 1.1.2012 do 31.3.2012 nápad v agende C a Cb po 1/2
od 1.4.2012 do 30.6.2012 pozastavený výkon vo všetkých agendách z dôvodu prípravy na rozhodovanie v agende T"	N/A	Okresný súd Vranov n/T - Na základe Dodatku č. 9 k RP na rok 2013, od 5.11.2013 pozastavený nápad, z dôvodu naštudovania obtiažnej trestnej veci obžalovaného Antona Figeľa, sp. zn. 2T/174/2011.	Okresný súd Humenné - od 01. 02. 2013 preložený  na OS Vranov nad Topľou a spisy prerozdelené
JUDr. Natália Kolláriková	2	2	roky 2011 - 2013	Okresný súd Piešťany, Okresný súd Bratislava V	Okresný súd Bratislava V	Okresný súd Bratislava V	2011 - Okresný súd Piešťany, Okresný súd Bratislava V; 2012 - Okresný súd Bratislava V; 2013 - Okresný súd Bratislava V	bola prideľovaná najmä Občianskoprávna agenda.	1094	173	108	0	rozhodoval najmä v Občianskoprávnej agende.	751	73	140	0	569	24,16520211	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 60,9 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	23	14	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 2,4 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 0,9 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 1,23. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 363 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 92 reštančných vecí, pričom priemer v SR je 126. To tvorí 23 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 75,6 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 21,5 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 345. mieste. Za kvalitu rozhodovania získal 9,75 bodov z 15 a za efektivitu 11,75 z možných 25.	Okresný súd Piešťany - Zákon 757/2004 Z.z. o súdoch a o zmene a doplnení niektorých zákonov - §51 ods. 4 písm. b/	N/A	Okresný súd Bratislava V - Znížený nápad v agende C z dôvodu vybavovania agendy P.	N/A	N/A	N/A
JUDr. Rastislav Sikorjak	0	0	roky 2011 - 2013	Okresný súd Revúca	Okresný súd Revúca	Okresný súd Revúca, Okresný súd Prešov	2011 - Okresný súd Revúca; 2012 - Okresný súd Revúca; 2013 - Okresný súd Revúca, Okresný súd Prešov	bola prideľovaná najmä Občianskoprávna agenda.	934	103	270	17	rozhodoval najmä v Občianskoprávnej agende.	541	97	258	17	619	24,44264943	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 72,9 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	48	35	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 5,3 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 1,4 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 2,12. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 699 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 485 reštančných vecí, pričom priemer v SR je 126. To tvorí 65,5 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 68,4 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 13 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 670. mieste. Za kvalitu rozhodovania získal 11 bodov z 15 a za efektivitu 2 z možných 25.	Okresný súd Revúca - Sudcovi v sledovanom období nebol znížený nápad.	N/A	Okresný súd Revúca - Sudcovi v sledovanom období nebol znížený nápad.	N/A	N/A	Okresný súd Prešov - od 1.10.2013 sudca Okresného súdu Prešov
JUDr. Tatiana Redenkovičová	1	0	roky 2011 - 2013	Okresný súd Bratislava I	Okresný súd Bratislava I	Okresný súd Bratislava IV, Okresný súd Bratislava I	2011 - Okresný súd Bratislava I; 2012 - Okresný súd Bratislava I; 2013 - Okresný súd Bratislava IV, Okresný súd Bratislava I	bola prideľovaná najmä Občianskoprávna agenda.	636	0	0	0	rozhodoval najmä v Občianskoprávnej agende.	633	0	0	0	610	15,31147541	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 61 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	59	36	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 9,3 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 3,6 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 3,77. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 689 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 568 reštančných vecí, pričom priemer v SR je 126. To tvorí 75,2 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 39,7 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 7,25 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 731. mieste. Za kvalitu rozhodovania získal 7,25 bodov z 15 a za efektivitu 0 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
JUDr. Vladimír Varga	0	0	roky 2011 - 2013	Okresný súd Vranov n/T	Okresný súd Vranov n/T	Okresný súd Humenné, Okresný súd Vranov n/T	2011 - Okresný súd Vranov n/T; 2012 - Okresný súd Vranov n/T; 2013 - Okresný súd Humenné, Okresný súd Vranov n/T	bola prideľovaná najmä Občianskoprávna agenda.	1266	0	0	370	rozhodoval najmä v Občianskoprávnej agende.	914	0	1	355	645	25,98449612	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 43,5 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	46	20	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 3,6 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 2 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,26. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 52 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 17 reštančných vecí, pričom priemer v SR je 126. To tvorí 30,4 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 83,1 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 22,75 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 269. mieste. Za kvalitu rozhodovania získal 5 bodov z 15 a za efektivitu 17,75 z možných 25.	N/A	N/A	N/A	N/A	Okresný súd Humenné - od 01.02. 2013 sudca preložený z OS Vranov nad Topľou	Okresný súd Vranov n/T - Koniec vyko návania sudcu na Okresnom súde vo Vranove nad Topľou a pridelenie na Okresný súd v Humennom.
Mgr. Ján Stanček	2	0	roky 2011 - 2013	Okresný súd Pezinok, Okresný súd Bratislava III	Okresný súd Pezinok	Okresný súd Pezinok	2011 - Okresný súd Pezinok, Okresný súd Bratislava III; 2012 - Okresný súd Pezinok; 2013 - Okresný súd Pezinok	bola prideľovaná najmä Obchodná agenda.	311	536	0	0	rozhodoval najmä v Obchodnej agende.	252	445	0	0	655	19,52671756	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 55,4 % prípadoch, pričom priemer v SR v rovnakej agende je 63,7 %.	74	41	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 10,6 % prípadoch, pričom priemer v SR je 9,7 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 4,7 %, pričom priemer v SR je 3,4 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 2,27. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 461 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 463 reštančných vecí, pričom priemer v SR je 126. To tvorí 65,4 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 79 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 7,5 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 729. mieste. Za kvalitu rozhodovania získal 4,75 bodov z 15 a za efektivitu 2,75 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
Attila Csaba	0	0	roky 2011 - 2013	Okresný súd Komárno	Okresný súd Komárno	Okresný súd Komárno	2011 - Okresný súd Komárno; 2012 - Okresný súd Komárno; 2013 - Okresný súd Komárno	bola prideľovaná najmä Občianskoprávna agenda.	908	0	438	0	rozhodoval najmä v Občianskoprávnej agende.	932	0	435	0	590	22,81355932	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 43,3 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	30	13	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 2,2 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 1,2 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,63. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 329 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 157 reštančných vecí, pričom priemer v SR je 126. To tvorí 44,4 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 118,3 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 19,5 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 459. mieste. Za kvalitu rozhodovania získal 5,5 bodov z 15 a za efektivitu 14 z možných 25.	N/A	N/A	Okresný súd Komárno - Nebol dôvod na zníženie nápadu. Sudcovi agenda P podľa rozvrhu práce bola prideľovaná v 1/4-ine, agenda C v 1/19-ine , agenda Ro v 1/19-ine, D v 1/4-ine a Er v 1/9-ine. 	N/A	Okresný súd Komárno - Nebol dôvod na zníženie nápadu. Podľa rozvrhu práce  v dôsledku výrazne zvýšeného nápadu vecí v agende C bol pomer  pridelených vecí  viackrát zmenený :z nápadu 1/6 na 5/31 a potom od 22.10. 2013 na 1/35, agenda Cpr bola prideľovaná v 1/6-ine potom v 1/7-ine,  agenda Ro v 1/6-ine  a od  22.3. 2013 v 1/35-ine a agenda Er v 1/9-ine a od 22.03.2013 v 1/10-ine.	N/A
Daniela Terenová	0	0	roky 2011 - 2013	Okresný súd Bratislava II 	Okresný súd Bratislava II 	Okresný súd Bratislava II 	2011 - Okresný súd Bratislava II ; 2012 - Okresný súd Bratislava II ; 2013 - Okresný súd Bratislava II 	bola prideľovaná najmä agenda Starostlivosti o maloletých.	0	0	991	0	rozhodoval najmä vo veciach Starostlivosti o maloletých.	0	0	1091	0	625	16032	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 63,8 % prípadoch, pričom priemer v SR v rovnakej agende je 65,5 %.	94	60	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 8,6 % prípadoch, pričom priemer v SR je 7,2 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 3,1 %, pričom priemer v SR je 2,5 %.	Pre hodnotenie efektivity disponujeme málo reprezentatívnymi dátami, a preto sudcu nehodnotíme.	N/A	N/A	N/A	Pre bodové hodnotenie sudcu nedisponujeme dostatočne reprezentatývnymi údajmi.	Okresný súd Bratislava II  - sudca nemá znížený nápad	N/A	Okresný súd Bratislava II  - SSudca nemal znížený nápad.	N/A	Okresný súd Bratislava II  - Od 1.10.2013 zastavený nápad z dôvodu plánovaného odchodu sudkyne do dôchodku.	N/A
Ján Bodnár	0	0	roky 2011 - 2013	Okresný súd Rimavská Sobota	Okresný súd Rimavská Sobota	Okresný súd Rimavská Sobota	2011 - Okresný súd Rimavská Sobota; 2012 - Okresný súd Rimavská Sobota; 2013 - Okresný súd Rimavská Sobota	bola prideľovaná najmä Trestná agenda.	0	0	0	754	rozhodoval najmä v Trestnej agende.	0	0	0	775	659	11,44157815	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 60,8 % prípadoch, pričom priemer v SR v rovnakej agende je 52,2 %.	74	45	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 9,5 % prípadoch, pričom priemer v SR je 8,5 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 3,7 %, pričom priemer v SR je 4,1 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,11. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 26 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 20 reštančných vecí, pričom priemer v SR je 126. To tvorí 46,5 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 108,4 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 27,5 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 81. mieste. Za kvalitu rozhodovania získal 8,5 bodov z 15 a za efektivitu 19 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
JUDr. Emília ml. Guľová	1	0	roky 2012 - 2013	N/A	Okresný súd Košice I	Okresný súd Košice I	2012 - Okresný súd Košice I; 2013 - Okresný súd Košice I	bola prideľovaná najmä Občianskoprávna agenda.	159	0	0	0	rozhodoval najmä v Občianskoprávnej agende.	150	0	0	0	425	5,623529412	Evidujeme menej ako 10 rozhodnutí o odvolaniach voči rozhodnutiam sudcu.	2	1	N/A	N/A	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 1,29. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 164 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 37 reštančných vecí, pričom priemer v SR je 126. To tvorí 20,2 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 63,8 % prípadov. Priemer v SR bol 99,6 %.	Pre bodové hodnotenie sudcu nedisponujeme dostatočne reprezentatývnymi údajmi.	N/A	N/A	N/A	N/A	"Okresný súd Košice I - Podpredsedníčka súdu.
Predsedníčka občianskoprávneho grémia."	N/A
JUDr. Andrea Galdunová	0	0	roky 2011 - 2013	Okresný súd Košice II	Okresný súd Košice II	Okresný súd Košice II	2011 - Okresný súd Košice II; 2012 - Okresný súd Košice II; 2013 - Okresný súd Košice II	bola prideľovaná najmä agenda Starostlivosti o maloletých.	143	0	639	0	rozhodoval najmä vo veciach Starostlivosti o maloletých.	270	0	525	0	598	13,07692308	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 67,5 % prípadoch, pričom priemer v SR v rovnakej agende je 65,5 %.	77	52	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 9,7 % prípadoch, pričom priemer v SR je 7,2 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 3,1 %, pričom priemer v SR je 2,5 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,7. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 210 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 120 reštančných vecí, pričom priemer v SR je 126. To tvorí 48 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 105,6 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 20,25 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 416. mieste. Za kvalitu rozhodovania získal 6,75 bodov z 15 a za efektivitu 13,5 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
JUDr. Dagmar Aradská	0	0	roky 2011 - 2013	Okresný súd Komárno	Okresný súd Komárno	Okresný súd Komárno	2011 - Okresný súd Komárno; 2012 - Okresný súd Komárno; 2013 - Okresný súd Komárno	bola prideľovaná najmä Občianskoprávna agenda.	1716	0	0	0	rozhodoval najmä v Občianskoprávnej agende.	1663	0	0	0	613	27,99347471	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 57,9 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	114	66	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 6,9 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 2,9 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,68. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 409 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 281 reštančných vecí, pričom priemer v SR je 126. To tvorí 58,5 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 135,7 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 18,25 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 509. mieste. Za kvalitu rozhodovania získal 7,25 bodov z 15 a za efektivitu 11 z možných 25.	N/A	N/A	Okresný súd Komárno - Nebol dôvod na zníženie nápadu.Sudkyni agenda C podľa rozvrhu práce bola prideľovaná v 4/19-ine, agenda Cpr v 1/4-ine , agenda Ro v 4/19-ine,  a Er v 1/9-ine. 	N/A	Okresný súd Komárno - Nebol dôvod na zníženie nápadu. Podľa rozvrhu práce  v dôsledku výrazne zvýšeného nápadu vecí v agende C bol pomer  pridelených vecí  viackrát zmenený :z nápadu 1/6 na 5/31 a potom od 22.10. 2013 na 1/35, agenda Cpr bola prideľovaná v 1/6-ine potom v 1/7-ine,  agenda Ro v 1/6-ine  a od  22.3. 2013 v 1/35-ine a agenda Er v 1/9-ine a od 22.03.2013 v 1/10-ine.	N/A
JUDr. Ján Lokša	0	0	roky 2011 - 2013	Okresný súd Košice II	Okresný súd Košice II	Okresný súd Košice II	2011 - Okresný súd Košice II; 2012 - Okresný súd Košice II; 2013 - Okresný súd Košice II	bola prideľovaná najmä Trestná agenda.	0	0	0	554	rozhodoval najmä v Trestnej agende.	0	0	0	630	631	8,779714739	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 66,7 % prípadoch, pričom priemer v SR v rovnakej agende je 52,2 %.	39	26	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 6,2 % prípadoch, pričom priemer v SR je 8,5 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 2,1 %, pričom priemer v SR je 4,1 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,69. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 154 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 106 reštančných vecí, pričom priemer v SR je 126. To tvorí 67,9 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 114,9 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 24 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 206. mieste. Za kvalitu rozhodovania získal 10,75 bodov z 15 a za efektivitu 13,25 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
